"No","Team Name","Team","Baker","Games","Avg","Diff"
"1","Viterbo University","4503","2926","8.2","905.976","0"
"2","Wisc.-Platteville","4280","2742","8.2","856.341","-407"
"3","Wisc.-Madison","3847","2675","8.2","795.366","-907"
"4","Wisc.-Stout","3894","2478","8.2","777.073","-1057"
"5","Wisc.-Green Bay","3333","2097","8.2","662.195","-1999"
